title,price,location,time,status,category,seller_nickname,image_count,chat_count,interest_count,view_count,manner_temperature,description,url
갤럭시 Z 폴드7 블랙 512GB 미개봉 자급제 판매합니다.,"1,900,000원",대전 유성구 봉명동,,판매중,디지털기기,밤요밤요,6,2,1,94,36.7°C,갤럭시 Z 폴드7 미개봉 자급제폰입니다 - 7.6형의 넓은 화면으로 몰입감 넘치는 경험을 제공합니다 - 얇고 가벼워진 디자인으로 휴대성이 좋습니다 - 512GB 저장 공간으로 넉넉하게 사용 가능합니다,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%EB%B8%94%EB%9E%99-512gb-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%9E%90%EA%B8%89%EC%A0%9C-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-af9moqrto8d8/
갤럭시 Z폴드7 512GB 실버 S급,"1,850,000원",대전 유성구 온천1동,,판매중,디지털기기,매너당근,7,3,2,529,99.0°C,"갤럭시 Z 폴드7 512GB 실버 색상 판매합니다. SKT최초개통 8/8 정상해지,  유심넣어쓰시면 됩니다. S급입니다. (케이스뺀적이 없고, 떨어뜨린적 없고, 거의 사용을 하지 않음) 아이폰 사용자인데 장난감으로 충동구매 후 판매합니다 ㅜ 박스 충전선",https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z%ED%8F%B4%EB%93%9C7-512gb-%EC%8B%A4%EB%B2%84-s%EA%B8%89-s1q285dcz5qi/
갤럭시 Z Fold7 512g& 버즈3 미개봉 세트,"2,050,000원",대전 유성구 봉명동,,판매중,디지털기기,당근당근움치치,6,7,7,209,36.8°C,"갤럭시 Z Fold7 512G 갤럭시 버즈3 미개봉 세트입니다 가격은 두개 합쳐서 205만원입니다  -삼성스토어에서 구매한 자급제용입니다 -폰은 제트블랙, 버즈는 화이트 직거래 원해요!",https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-fold7-512g-%EB%B2%84%EC%A6%883-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%84%B8%ED%8A%B8-2aybr7384vzn/
케이스티파이 갤럭시 Z폴드7 케이스,"30,000원",대전 유성구 봉명동,,판매중,디지털기기,뽀야,7,3,3,84,70.7°C,케이스티파이 갤럭시 Z폴드7트라 케이스입니다 검정색 바탕에 우주 디자인이 그려져 있습니다 마그네틱 충전을 지원합니다 한번 시착했는데 스티커 안붙여서그런지 자꾸 빠진다합니다ㅜㅜ 스티커는 따로 구매하셔서 붙이고 사용하셔야할것같아요!! 89000원짜린데 저렴히 내놔요😭😭,https://www.daangn.com/kr/buy-sell/%EC%BC%80%EC%9D%B4%EC%8A%A4%ED%8B%B0%ED%8C%8C%EC%9D%B4-%EA%B0%A4%EB%9F%AD%EC%8B%9C-z%ED%8F%B4%EB%93%9C7-%EC%BC%80%EC%9D%B4%EC%8A%A4-2d4fnhvqz6f8/
갤럭시 Z폴드 7 아라미드 카본 풀커버 케이스,"50,000원",대전 동구 성남동,,판매중,디지털기기,크롬하츠,5,1,5,195,40.5°C,테이프때고 1회 착용 했습니다. 전면 후면 이구요. 맥세이프 가능합니다. 테이프 여분 더 드립니다. 2개 있습니다 수량 삼성카페에서 난리난 제품입니다,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z%ED%8F%B4%EB%93%9C-7-%EC%95%84%EB%9D%BC%EB%AF%B8%EB%93%9C-%EC%B9%B4%EB%B3%B8-%ED%92%80%EC%BB%A4%EB%B2%84-%EC%BC%80%EC%9D%B4%EC%8A%A4-6aoqtaodx3ev/
Z Fold 7카본 케이스,"60,000원",대전 서구 관저동,,판매중,디지털기기,뷰티바이홍,8,1,0,97,38.4°C,"갤럭시 Z Fold 7 카본 쉴드 케이스 제품입니다! 구매 가격은 99,000원입니다 개봉한 상품이라 6만원에 판매할게요",https://www.daangn.com/kr/buy-sell/z-fold-7%EC%B9%B4%EB%B3%B8-%EC%BC%80%EC%9D%B4%EC%8A%A4-xej9xdzoj1zy/
갤럭시 Z 폴드7,"1,600,000원",대전 유성구 봉명동,,판매중,디지털기기,해행,9,7,1,583,47.5°C,--- 📱 갤럭시 Z 폴드7 판매합니다 LG유플러스로 개통했습니다. 기기값 다 내고 해지할거여서 선택약정 가능합니다. 구매일자: 2025년 8월 5일 색상: 블랙 용량 256GB 거래방식: 직거래가능 희망가격: 160 👉 깔끔하게 사용한 제품이라 믿고 구매하셔도 됩니다. 관심 있으신 분은 채팅 주세요! 😊,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-dy8686xoy35p/
아라리 갤럭시 Z 폴드7 에어로 플렉스 케이스/신제품,"18,000원",서울시 송파구 잠실4동,,판매중,디지털기기,당근사랑,6,1,2,48,59.4°C,"아라리 갤럭시 Z 폴드7 에어로 플렉스 케이스 블랙 색상입니다 - 슬림 케이스로 제작되어 그립감이 좋습니다 - 힌지 풀 커버로 힌지 보호가 가능합니다 - 선명한 컬러로 아름다운 컬러를 자랑합니다 구매 가격은 28,500원입니다",https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%9D%BC%EB%A6%AC-%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%EC%97%90%EC%96%B4%EB%A1%9C-%ED%94%8C%EB%A0%89%EC%8A%A4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%8B%A0%EC%A0%9C%ED%92%88-sw46j1929jpu/
슈피겐 갤럭시 Z 폴드7 케이스 터프아머 프로 맷핏,"43,000원",대전 유성구 봉명동,,판매중,디지털기기,아너,12,6,5,376,38.0°C,슈피겐 갤럭시 Z 폴드7 터프아머 프로 케이스 맷핏 단순개봉 제품입니다 - 강력한 충격 보호 - 폰을 안전하게 보호해 줍니다 케이스 여러  종류 구매해서 사용안하는 상품 판매합니다. 개봉하여 장착해봤기에 싸게팝니다. 기스 및 찍힘 오염없습니다. 현재도 쿠팡에서 새제품 정가 7.5만원으로  현제 네이버.쿠팡 최저가 7.2만선인 고급제품입니다. (네이버중고가 6만원선) 소재 좋고 완벽 커버됩니다. -가격 확인후 네고문의부탁드립니다,https://www.daangn.com/kr/buy-sell/%EC%8A%88%ED%94%BC%EA%B2%90-%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%EC%BC%80%EC%9D%B4%EC%8A%A4-%ED%84%B0%ED%94%84%EC%95%84%EB%A8%B8-%ED%94%84%EB%A1%9C-%EB%A7%B7%ED%95%8F-cfrz762ubw8h/
갤럭시 Z 폴드7 실버 256 자급제,"1,750,000원",대전 서구 관저1동,,판매중,디지털기기,인지요,14,2,2,170,42.9°C,갤럭시 Z 폴드7입니다 실버 색상이며 자급제 256기가입니다 초기화해뒀고 실기스나 찍힘 없습니다 앞뒤도 깨끗합니다 항상 케이스와 필름 사용했습니다 두달 안되게 사용한것같고 게임 안했습니다 삼케플 없고 기본적인 투명케이스와 사용하던 카본케이스 같이드리고(정품카본아닙니다) 박스있는데 케이블은 없습니다,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%EC%8B%A4%EB%B2%84-256-%EC%9E%90%EA%B8%89%EC%A0%9C-xmx9h7enfpd7/
디상커 갤럭시 Z 폴드7 보호필름 힌지보호 거치대 케이스+S펜,"21,000원",대전 유성구 봉명동,,판매중,디지털기기,자타,5,0,2,56,36.8°C,갤럭시 Z 폴드 케이스 새상품입니다 힌지 보호가 가능합니다 펜도 있어요 투명케이스입니다. 다른 케이스 선물받아서 팔아요. 유성온천역 구암역 쿨거래 원해요,https://www.daangn.com/kr/buy-sell/%EB%94%94%EC%83%81%EC%BB%A4-%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%EB%B3%B4%ED%98%B8%ED%95%84%EB%A6%84-%ED%9E%8C%EC%A7%80%EB%B3%B4%ED%98%B8-%EA%B1%B0%EC%B9%98%EB%8C%80-%EC%BC%80%EC%9D%B4%EC%8A%A4-s%ED%8E%9C-9agjtae3tas4/
폴드6 512 실버(삼성케어양도가능),"870,000원",대전 유성구 봉명동,,판매중,디지털기기,몽이,8,8,6,700,38.1°C,SK정상해지폰 깨끗하게 사용했고  사용감 사진으로 봐주세요~ 작년7월에 개통해서 쓰다가 7으로 바꿔서 판매합니다 폴드6박스 버려서 7박스에 넣어드릴게용 본품 폴드7박스 외부 강화유리필름 삼성정품 충전기 삼성가셔서 내부필름 교체하시면 깨끗하게 사용하실수있어요 내부필름 무료교체 1회 있습니다 삼성케어 양도가능합니다  유성온천역 네거리 직거래 가능합니다,https://www.daangn.com/kr/buy-sell/%ED%8F%B4%EB%93%9C6-512-%EC%8B%A4%EB%B2%84-%EC%82%BC%EC%84%B1%EC%BC%80%EC%96%B4%EC%96%91%EB%8F%84%EA%B0%80%EB%8A%A5-wk3dtzpuqocc/
S25 울트라 티타늄 블랙 512GB 풀박스 S급,"1,150,000원",대전 유성구 봉명동,,판매중,디지털기기,BM시티,13,2,2,147,40.2°C,갤럭시 S25 울트라 티타늄 블랙 색상 512GB 모델입니다 - 모델 번호: SM-S938NZKEKOD - 색상: 티타늄 블랙 512GB 구성품 및 서비스 - 박스 포함 - 충전 케이블 <사용안함 새제품> - 케이스 2개 <사용안함 새제품> 이번에 폴드7으로 넘어가서 판매합니다. KT 정상해지 폰입니다.,https://www.daangn.com/kr/buy-sell/s25-%EC%9A%B8%ED%8A%B8%EB%9D%BC-%ED%8B%B0%ED%83%80%EB%8A%84-%EB%B8%94%EB%9E%99-512gb-%ED%92%80%EB%B0%95%EC%8A%A4-s%EA%B8%89-12sy4rpgrgmo/
(자급제)갤럭시 폴드 6 256gb 핑크 팔아요~~,"850,000원",충북 청주시 청원구 율량.사천동,,판매중,디지털기기,주성동기타,14,3,5,561,43.6°C,"갤럭시폴드 6 핑크색상 256GB 자급제 모델입니다.  작년 7월 중순에 현대백화점 충청점에서 구매하였습니다. 최초통화일: 2024년 7월 21일 구성은 휴대폰, 정품 펜슬,투명케이스입니다. 박스는 버려서 없습니다. 사진에 첨부한것과 같이 전원부 하단 미세찍힘 외 상태는 S급입니다. 갤럭시 폴드 7으로 기변하여 판매합니다^^",https://www.daangn.com/kr/buy-sell/%EC%9E%90%EA%B8%89%EC%A0%9C-%EA%B0%A4%EB%9F%AD%EC%8B%9C-%ED%8F%B4%EB%93%9C-6-256gb-%ED%95%91%ED%81%AC-%ED%8C%94%EC%95%84%EC%9A%94-h56m4f37it2x/
갤럭시 Z 폴드6 실버 512G,"970,000원",세종시 고운동,,판매중,디지털기기,난넝구,14,2,10,483,42.9°C,삼성 갤럭시 Z 폴드6 실버 512GB 판매합니다 - 퀄컴 스냅드래곤 8 Gen 3 for Galaxy - 7.6인치 Dynamic AMOLED 2X 디스플레이 - 50MP 광각 카메라 - 12GB RAM - IPX8 방수 - 고속 무선 충전 박스랑 구성품 모두 있어요.. 세컨 폰으로 사용해서 상태 완전 깨긋합니다. 정상 해지 완료입니다.,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C6-%EC%8B%A4%EB%B2%84-512g-82q9dhgofgbq/
갤럭시 Z 폴드4,"400,000원",대전 서구 도안동,,판매중,디지털기기,단풍,9,1,0,179,38.1°C,삼성 갤럭시 Z 폴드4팝니다 - 7.6인치 메인 디스플레이 - 6.2인치 커버 디스플레이 - 12GB RAM - 256GB 사진처럼 찍힘이랑 사용감 조금 있습니다,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C4-tob7jryrc1c4/
갤럭시 폴드4 팝니다.,"550,000원",대전 유성구 봉명동,,판매중,디지털기기,칼라프,7,5,2,298,40.0°C,폴드4 화이트팝니다. 256gb이고 대략 6-7개월전 배터리 교체 내부액정 교체 외부액정 교체 케이스 전부교체 카메라 교체 진동모터 센터에서 교체받아서 슈퍼s급입니다. 내부액정은 삼성정품 필름도 붙어있습니다. 케이스 씌어져있고 기스하나없고 하자 1도 없습니다.,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-%ED%8F%B4%EB%93%9C4-%ED%8C%9D%EB%8B%88%EB%8B%A4-8cizu57vtzf4/
맥북 프로 16 M1 Pro 실버(애케플x),"1,100,000원",대전 유성구 원신흥동,,판매중,디지털기기,메모지야,13,2,10,511,43.5°C,"맥북 프로 16 M1 Pro 2021 실버 모델입니다 - Apple M1 Pro 칩 - 16GB RAM, 512GB SSD - 풀박스 구성 구매날짜: 2023년 4월 27일 구매처: 쿠팡 구매가격: 266만원 특이사항:  케이스 끼고 사용해서 다른 흠집은 없고 케이스 보호가 안되는 HDMI포트 위쪽 모서리 부분에 살짝 긁힌(?)거 있긴 한데 잘 보이진 않습니다. 참고해주세요! 모니터 연결은 최대 2개까지 가능합니다. 맥북화면까지 하면 3개로 사용 가능합니다.  성능은 지금 나온 M4칩 나온 지금도 충분히 좋다고 생각합니다! 맥북케이스는 쿠팡에서 1만원 정도에 구매했습니다. 슬리브매트는 <팩앤폴드>에서 한 7만원 정도 주고 샀습니다. 사진처럼 노트북파우치로도 사용가능하고 펼쳐서 테이블매트로 활용 가능합니다. 맥북 충전기랑 좀 작은 마우스까진 충분히 들어갑니다.  필요하시면 맥북케이스랑 슬리브매트 같이 드릴게요. 채팅 주세요!",https://www.daangn.com/kr/buy-sell/%EB%A7%A5%EB%B6%81-%ED%94%84%EB%A1%9C-16-m1-pro-%EC%8B%A4%EB%B2%84-%EC%95%A0%EC%BC%80%ED%94%8Cx-txfwbkb7jsjn/
갤럭시 Z 폴드4 512기가 공기계 팝니다,"390,000원",대전 유성구 봉명동,,판매중,디지털기기,아너,14,17,19,1282,38.0°C,갤럭시 Z 폴드4 상태좋은 공기계팝니다. 상태는 사진 참고해주세요 - 512GB - 7.6인치 디스플레이 - 120Hz 주사율 - 스냅드래곤 8+ Gen 1 - IPX8 방수 - Armor Aluminum 프레임 신품 출고 정가는 212만원이에요 ------------------------------------------------------------ 저장공간 512기가 메모리예요. 액정은 작년 새거로 교체해서 보시는것처럼 데드쎌(Dead cell)없이 깨끗하고 선명하게 이상없이작동해요. 외관 테두리 힌지 쪽 생활기스 조금말곤 앞뒤 면은 사진과같이 찍힌곳없어요. 화면 펴짐 유격은 사진과 같아요. 폴드7로 이전 전에 미리 팔아봅니다. 좋은 가격에 양품가져가세요. P.S) 쿨거래시  사진에 있는 강화유리(2매) 드립니다. 프라이버시필름(힐링실드)은 8월3일 부착하였습니다.,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C4-512%EA%B8%B0%EA%B0%80-%EA%B3%B5%EA%B8%B0%EA%B3%84-%ED%8C%9D%EB%8B%88%EB%8B%A4-vpuzs1sbkmyg/
갤럭시 S23 울트라 512g,"630,000원",대전 유성구 봉명동,,판매중,디지털기기,언더우머,13,6,10,745,57.3°C,갤럭시 S23 울트라 512g 판매합니다. 모델명은 SM-S918N입니다 - 6.8인치 디스플레이 - 스냅드래곤8 Gen2 - 2억 화소 카메라 Z폴드7로 바꾸면서 초기화한 상태로 A급 입니다. 앱을 잘안봐서 가능하면 폰으로 연락 주세요. H.P 010-4944-5115,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-s23-%EC%9A%B8%ED%8A%B8%EB%9D%BC-512g-4fjssy6vzxje/
갤럭시 Note 20 256GB,"160,000원",대전 유성구 온천2동,,판매중,디지털기기,너굴이,6,1,1,82,48.7°C,"갤럭시 노트 20 ㅡSM-N981N ㅡ256GB ㅡSKT기기(타통신사 유심 호환가능) ㅡ투폰쓰려고 당근했다가 폴드7구매로 인하여 재당근 합니다! ㅡ액정 좌측 사진과같이 작은 점이 있으며, (첫당근시 하자임) 사용에는 전혀 지장없습니다. ㅡ구성품은 따로 없으며, 투명젤리케이스 필요시 같이 드리겠습니다~",https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-note-20-256gb-8uzaac8d9r2b/
갤럭시 Z 폴드2 256G,"180,000원",대전 유성구 봉명동,,판매중,디지털기기,마르코폴로,11,2,5,152,63.3°C,"​✅ 기기 상태 (필독 부탁드립니다) ​후면 파손: 뒷면 유리에 파손이 있습니다. 하지만 사진 보시다시피 케이스를 끼우면 전혀 티가 나지 않으며, 실사용 시 아무런 지장이 없습니다. (힌지보호케이스 장착되있습니다) ​내부 액정: 폴더블폰 특성상 접히는 부분의 미세한 주름있습니다. (내/외부액정 번인,깨짐없이 모두정상) ​기능: 힌지 짱짱하게 잘 펴지며, 삼성페이/지문인식/카메라 등 모든 기능 정상 작동합니다. 외관은 생활기스정도 존재합니다.  ​⚙️ 기기 상세 스펙 ​디스플레이: 메인 7.6인치(120Hz 주사율) / 커버 6.2인치 ​메모리: 12GB RAM (멀티태스킹 매우 원활) ​저장공간: 256GB ​프로세서: 스냅드래곤 865+ (현재도 빠릿빠릿합니다) ​카메라: 후면 트리플 12MP (광각/초광각/망원) ​ 25W 고속충전 지원 ​📦 구성품 ​갤럭시 Z 폴드 2 본체 ​전용 정품 박스 ​(충전기와  이어폰은 미포함입니다.) ​쿨거래 하시면  배달해드립니다. 그외는 직접오셔야해요. ​📍 거래 장소: [봉명동 gs25(유성좋은하루점)] 📍 거래 방식: 직거래  (중고 기기 특성상 직접 꼼꼼히보세요)",https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C2-256g-1de6491i4fbv/
미개봉 폴드4 EXCCI 프라이버시 액정 보호 필름 (강화유리),"10,000원",대전 유성구 봉명동,,판매중,디지털기기,아너,7,0,0,19,38.0°C,폴드7로 옮겨서  가지고있던  폴드4  프라이버시 외부액정 강화유리 판매합니다 EXCCI 액정 보호 필름 새제품입니다 - 미개봉 -새제품 네이버최저가 1.4만원 - 재질: 강화유리 *판매 호가 저의 최저수준이어서 가격네고받지않습니다,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EA%B0%9C%EB%B4%89-%ED%8F%B4%EB%93%9C4-excci-%ED%94%84%EB%9D%BC%EC%9D%B4%EB%B2%84%EC%8B%9C-%EC%95%A1%EC%A0%95-%EB%B3%B4%ED%98%B8-%ED%95%84%EB%A6%84-%EA%B0%95%ED%99%94%EC%9C%A0%EB%A6%AC-5fbay6d6183d/
