title,price,location,time,status,url,seller_nickname,description,image_count
베고니아 스노우플렉스,"5,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EA%B3%A0%EB%8B%88%EC%95%84-%EC%8A%A4%EB%85%B8%EC%9A%B0%ED%94%8C%EB%A0%89%EC%8A%A4-aijvca33ry4t/,캐모마일,멋진 베고니아 입니다  자리부족으로 저렴히 올려요  사이즈는 종이컵과 비교해주세요  비대면거래 합니다,8
베고니아 월궁전,"6,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EA%B3%A0%EB%8B%88%EC%95%84-%EC%9B%94%EA%B6%81%EC%A0%84-8498ujy66adi/,캐모마일,베고니아 월궁전입니다.  꽃이 피면 큼직하고 예쁩니다. 마지막 사진은 모체에서 예쁘게 피었을때 모습입니다. 비대면 거래 합니다.,9
베고니아 아르젠티오굿타타,"5,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EA%B3%A0%EB%8B%88%EC%95%84-%EC%95%84%EB%A5%B4%EC%A0%A0%ED%8B%B0%EC%98%A4%EA%B5%BF%ED%83%80%ED%83%80-zykxeg6pab8d/,캐모마일,예쁘고 순하게 자라는 베고니아 입니다. 두개 있는데 각 5천원 입니다. 사이즈는 종이컵과 비교해주세요. 비대면 거래 합니다.,9
미바 미드나잇썬,"6,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EB%B0%94-%EB%AF%B8%EB%93%9C%EB%82%98%EC%9E%87%EC%8D%AC-117rzxnqct1v/,캐모마일,우아한 짙은 버건디빛 겹꽃이 핍니다. 이제 꽃 피우기 시작이니 한참동안 꽃을 보실거에요. 7cm 연질화분에서 자라고 있습니다. 비대면거래 합니다.,6
야마하cs 골프채 풀세트,"999,000원",충북 청주시 흥덕구 가경동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%BC%EB%A7%88%ED%95%98cs-%EA%B3%A8%ED%94%84%EC%B1%84-%ED%92%80%EC%84%B8%ED%8A%B8-gzpk5j436wdf/,당근YG,"야마하 Inpres 골프채 풀세트 판매합니다 일본제조   ㆍ 정품 국내as가능   작스 우드 4번7번은  미사용 신품입니다 - 구성: 드라이버, 우드4번,7번(4번유틸리티 대용), 아이언56789pas  - 퍼터는 Odyssey Crimson Series 550 모델입니다 - 골프백은 Master Bunny Edition 입니다   (파리게이츠 한정판 힐캐디백)  골프백 신품구입시  약 100만원 이었습니다 위  구성 세트면  추가 필요한 클럽없습니다 초보부터  싱글까지  쭉 사용가능합니다 01071849292   챗확인 늦습니다  전화주심 빠른거래및 네고 가능합니다 전체적으로 상태는 양호합니다",14
베고니아 고스트라이더,"12,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%A0%EA%B3%A0%EB%8B%88%EC%95%84-%EA%B3%A0%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%EB%8D%94-6zaptazfs58a/,캐모마일,잎이 멋진 베고니아 입니다. 반그늘에서 예쁘게 자랍니다. 조금 큰 다육화분에서 자라고 있는데 이대로 드릴게요. 비대면거래 합니다.,8
명절선물세트,"15,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AA%85%EC%A0%88%EC%84%A0%EB%AC%BC%EC%84%B8%ED%8A%B8-1fjrkxnir49r/,캐모마일,명절 선물 세트 새 상품입니다.  쇼핑백째 드립니다. 비대면거래 합니다.,6
핑g430 아이언세트 11자루+g430 3번유틸,"485,000원",충북 청주시 흥덕구 가경동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%95%91g430-%EC%95%84%EC%9D%B4%EC%96%B8%EC%84%B8%ED%8A%B8-11%EC%9E%90%EB%A3%A8-g430-3%EB%B2%88%EC%9C%A0%ED%8B%B8-3z8btnkw4jtz/,당근YG,아이언 11자루 4~p  45  50 54  58    3번유틸    모두 s플렉스 입니다  쿠팡 해외 직구  ㅡ   90만원  구입 정품 문의  사절     동일  국내 삼양 정품  사용중인데   스크린 세컨용으로  싼맛에  구입해서 잘 사용했습니다  삼양 정품 과  비교시타 가능합니다   차이는  잘 모르겠습니다    01071849292  전화주시고  쿨거래시  쿨네고 해드립니다     스크린 사용으로 상태는 매우 좋습니다,14
미니바이올렛 아가일삭스,"7,000원",대전 서구 둔산동,1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EB%8B%88%EB%B0%94%EC%9D%B4%EC%98%AC%EB%A0%9B-%EC%95%84%EA%B0%80%EC%9D%BC%EC%82%AD%EC%8A%A4-otrjvb425u4v/,딩가,무늬종 미니바이올렛 아가일삭스입니다. 현재 꽃대가 5개 정도 올라오고 있어요. 화분 : 지름 8cm,10
어항 케이스 RTX2060 장착 본체,"595,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%96%B4%ED%95%AD-%EC%BC%80%EC%9D%B4%EC%8A%A4-rtx2060-%EC%9E%A5%EC%B0%A9-%EB%B3%B8%EC%B2%B4-sxu7vnp5gnc9/,스더,컴퓨터 잘 아시는 분이면 더 만족하실 사양입니다. RTX2060 들어간 가성비 본체예요. 사양 i5-9400F / RAM 16GB SSD 256GB / RTX 2060 파워 600W  본체 59만5천원  가성비 좋게 가져가세요!  문의주세요,5
가성비 사무용 PC / 윈도우11 + 오피스 풀세팅,"320,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B0%80%EC%84%B1%EB%B9%84-%EC%82%AC%EB%AC%B4%EC%9A%A9-pc-%EC%9C%88%EB%8F%84%EC%9A%B011-%EC%98%A4%ED%94%BC%EC%8A%A4-%ED%92%80%EC%84%B8%ED%8C%85-p34trz73n9k4/,스더,"여러 대 구매 후 사용하지 않고 보관만 해둔 PC입니다. 사무용, 재택근무, 학업용으로 충분한 사양이고 어항 케이스라 책상 위에 두면 보기에도 좋습니다. 윈도우11 정품 및 오피스(엑셀/워드/PPT/한글) 설치 완료. 코드만 꽂고 바로 사용하세요. 사양 i5 6세대 SSD 256GB 삼성 8GB RAM 인텔 내장그래픽 500W 파워 32만원에 판매합니다.",5
롤 배그 로아 잘 돌아가는 고사양 PC,"800,000원",대전 서구 둔산동,끌올 1시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A1%A4-%EB%B0%B0%EA%B7%B8-%EB%A1%9C%EC%95%84-%EC%9E%98-%EB%8F%8C%EC%95%84%EA%B0%80%EB%8A%94-%EA%B3%A0%EC%82%AC%EC%96%91-pc-147axcbr7zum/,스더,"롤 풀옵 / 발로 풀옵 / 배그 상옵 / 로아 상옵 등 원활하게 돌아가는 사양입니다.  고사양이라 작업용으로도 쾌적하게 가능해요  윈도우랑 오피스 다 정품인증되어 있으니 코드 꼽으시고 바로 사용하시면 됩니다  -CPU i5 10400F -SSD 256기가 -그래픽카드 RTX3070 -램 16기가 -파워 700W 편하게 문의주세요 ^^",5
벤츠 GLE 쿠페 라디에이터 순정 그릴,"90,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%A4%EC%B8%A0-gle-%EC%BF%A0%ED%8E%98-%EB%9D%BC%EB%94%94%EC%97%90%EC%9D%B4%ED%84%B0-%EC%88%9C%EC%A0%95-%EA%B7%B8%EB%A6%B4-vhsqyiq41oow/,페어웨이,벤츠 GLE 쿠페 라디에이터 그릴 벤츠 그릴 순정품 품번 A292 888 00 60 상태 양호합니다.,11
스팸 선물세트 8k호,"22,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8A%A4%ED%8C%B8-%EC%84%A0%EB%AC%BC%EC%84%B8%ED%8A%B8-8k%ED%98%B8-e97ztve1wm61/,박여름,"스팸 선물세트 8k호입니다 라이트3개, 클래식6개 28년 2월 1일까지 소비기한입니다",6
에이블리 레더 크롭 패딩 블랙,"10,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%90%EC%9D%B4%EB%B8%94%EB%A6%AC-%EB%A0%88%EB%8D%94-%ED%81%AC%EB%A1%AD-%ED%8C%A8%EB%94%A9-%EB%B8%94%EB%9E%99-so6tvxxpz55j/,hri,에이블리 블랙 레더 크롭 숏패딩 상태 좋아요 후기좋고 이뻐요 !!,5
크림스킨 리필 + 미니 + 미스트펌프,"15,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%81%AC%EB%A6%BC%EC%8A%A4%ED%82%A8-%EB%A6%AC%ED%95%84-%EB%AF%B8%EB%8B%88-%EB%AF%B8%EC%8A%A4%ED%8A%B8%ED%8E%8C%ED%94%84-yoowtsn37fx5/,0plmlp0,170 ml 리필 28년 7월 50 ml 미니 28년 9월 미스트펌프 둔산동 직거래,5
에어보스 바구니형 카시트,"10,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%90%EC%96%B4%EB%B3%B4%EC%8A%A4-%EB%B0%94%EA%B5%AC%EB%8B%88%ED%98%95-%EC%B9%B4%EC%8B%9C%ED%8A%B8-jft29nx55i5w/,haley,에어보스 바구니형 카시트 판매합니다 신생아부터 사용 가능한 제품입니다 23년에 구매해서 사용했습니다. 신생아가 쓰던거라 과자흘린것 없이 깨끗합니다. 어깨끈에 보호커버 하나 없습니다.,5
네츄럴더마 엔디피 비타민 B9 톤업미백크림,"23,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%84%A4%EC%B8%84%EB%9F%B4%EB%8D%94%EB%A7%88-%EC%97%94%EB%94%94%ED%94%BC-%EB%B9%84%ED%83%80%EB%AF%BC-b9-%ED%86%A4%EC%97%85%EB%AF%B8%EB%B0%B1%ED%81%AC%EB%A6%BC-fg6vibnc9ggf/,0plmlp0,"65 ml 한번사용 28년 3월 NDP홈페이지, 올리브영홈페이지,네이버쇼핑,블로그에서 가격비교,제품설명,사용후기들 참고하세요~ 둔산동 직거래",5
아비브 부활초 파하토너 스킨부스터,"14,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%95%84%EB%B9%84%EB%B8%8C-%EB%B6%80%ED%99%9C%EC%B4%88-%ED%8C%8C%ED%95%98%ED%86%A0%EB%84%88-%EC%8A%A4%ED%82%A8%EB%B6%80%EC%8A%A4%ED%84%B0-sucfoe9wms6x/,0plmlp0,"1센치사용 200 ml 27년 6월 올리브영홈페이지,네이버쇼핑,블로그에서 제품설명, 가격비교,사용후기들 참고하세요~ 둔산동 직거래",5
엘라스틴 실크리페어 샤이닝 윤기영양 샴푸,"5,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%98%EB%9D%BC%EC%8A%A4%ED%8B%B4-%EC%8B%A4%ED%81%AC%EB%A6%AC%ED%8E%98%EC%96%B4-%EC%83%A4%EC%9D%B4%EB%8B%9D-%EC%9C%A4%EA%B8%B0%EC%98%81%EC%96%91-%EC%83%B4%ED%91%B8-9mjahytibnas/,0plmlp0,1회사용 용량 550ml 실크리페어 샤이닝 윤기 영양 체리블라썸향 27년 6월 둔산동 직거래,6
엘라스틴 실크리페어 샤이닝 윤기 영양 트리트먼트,"7,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%98%EB%9D%BC%EC%8A%A4%ED%8B%B4-%EC%8B%A4%ED%81%AC%EB%A6%AC%ED%8E%98%EC%96%B4-%EC%83%A4%EC%9D%B4%EB%8B%9D-%EC%9C%A4%EA%B8%B0-%EC%98%81%EC%96%91-%ED%8A%B8%EB%A6%AC%ED%8A%B8%EB%A8%BC%ED%8A%B8-6y7wgctstonz/,0plmlp0,미개봉  300 ml 실크리페어 윤기 영양 베이비파우더향 28년 10월 16일 둔산동 직거래,6
파란색 접이식 마사지 체어,"100,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8C%8C%EB%9E%80%EC%83%89-%EC%A0%91%EC%9D%B4%EC%8B%9D-%EB%A7%88%EC%82%AC%EC%A7%80-%EC%B2%B4%EC%96%B4-2jwpmcpakknb/,당근당근,파란색 접이식 마사지 체어입니다 상태는 사진과 같습니다,7
쁘띠라뺑 프리미엄 미뇽 아기침대 범퍼 매트리스 풀세트,"70,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%81%98%EB%9D%A0%EB%9D%BC%EB%BA%91-%ED%94%84%EB%A6%AC%EB%AF%B8%EC%97%84-%EB%AF%B8%EB%87%BD-%EC%95%84%EA%B8%B0%EC%B9%A8%EB%8C%80-%EB%B2%94%ED%8D%BC-%EB%A7%A4%ED%8A%B8%EB%A6%AC%EC%8A%A4-%ED%92%80%EC%84%B8%ED%8A%B8-g5ppxtjmtjgz/,이사갑니다,"쁘띠라뺑 프리미엄 미뇽 아기 침대 + 범퍼 + 매트리스 (풀세트) 침대 : 740,000원  민트 범퍼 + 매트리스 커버  : 160,000원  매트리스 : 100,000원  총 100만원에 구입한 풀세트 5년 사용 후 10만원에 팝니다 사이즈가 커서 오래 쓸 수 있고 튼튼해요  그런데 매트리스커버 한쪽면을 빼고 아예 내려서 사용하다보니 4개중 한 면만 분실했네요(인형 없는 긴 부분)  참고 부탁드립니다",11
휴지 24롤 판매합니다,"7,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%9C%B4%EC%A7%80-24%EB%A1%A4-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-mbe1widu7gnw/,토끼,이사로 물건 정리합니다 휴지 24롤 대봉투에 담아서 드립니다! 원하시면 150매 물티슈 2묶음 같이드려요😃,7
갤럭시 Z 폴드7 클리어 케이스 새상품,"15,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%B0%A4%EB%9F%AD%EC%8B%9C-z-%ED%8F%B4%EB%93%9C7-%ED%81%B4%EB%A6%AC%EC%96%B4-%EC%BC%80%EC%9D%B4%EC%8A%A4-%EC%83%88%EC%83%81%ED%92%88-te6csyjxm5vy/,겔포스,(일괄)갤럭시 Z 폴드7 클리어 케이스 새상품입니다 패키지 내용물: - 클리어 케이스 1개 - Anti-reflecting Film 2개 - Micro Fiber Cleaner 1개 - 먼지 제거 스티커 1개 - 설치 가이드 2개,8
브이밥250 / 2024년식 / 28@@,"3,400,000원",대전 대덕구 신탄진동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B8%8C%EC%9D%B4%EB%B0%A5250-2024%EB%85%84%EC%8B%9D-28-vg1brfmf843m/,아슈라발발타,"3. 제작연식 : 2024 4. 적산거리 : 28@@ 5. 사고나 슬립 꿍 여부 : 우꿍 6. 판매 희망가격 : 3,400,000만원 7. 흥정가능? (불가능?) 표시 (자유) : X 추가금 주고 받고 대차 가능? (자유) : X ★ 이 오토바이 무이자 신용카드로 구입 가능합니다. ★ 바튜매페이 이용료 3.6% (vat별도) 무이자 상담! ★ 페이 문의 : 1544-5076 (구매자가 수수료 부담!) 8. 판매물건 볼수있는 지역 : 대전 9. 연락방법 : 010-2954-4235 ★ 가입후 활동없이 첫글이 판매글인 경우 전번필수! ★ 선불폰인지 꼭 확인, 공지사항에 사기패턴글 참조 ★ 화물거래 사기주의 바튜매용달: 010-7646-0300 10. 이제 물건 설명해주시고 사진 올려주세요~ 튜닝내역 : 대구공돌(+여분 하나 더 있습니다 서비스로 드려요) , USB고속충전가능, 확장스텝, 깜빡이 버튼교체, G프로 2채널 블박, 브이밥250 등받이 (조절가능 , 제거가능), 사이드 가방2 가운데 가방1 (싸구려 제품 아닙니다.) , 시소기어, 양쪽 레버교체 - 브이밥250은 300cc가 아니라 보험료도 굉장히 저렴하고 기기 등록시 환경검사도 따로 받지않고 등록,세금도 굉장히 저렴합니다. 연비도 굉장히 좋아 만족하면서 타고 다녔습니다. 시소기어랑 양쪽 레버 교체할 때 센터가서 했습니다. 멍청이처럼 우꿍 흔적있습니다. 연료통이 찌그러졌지만 센터에서 검사할 때 전혀 이상 없습니다. 타이어도 80%이상 남았습니다. (1주일 전 뒷 타이어 나사를 밟아 센터가서 빵꾸 메꿨습니다) 단지 연료통에 대한 찌그러짐이 있어 가격을 많이 낮춰 판매합니다. 흥정은 죄송합니다. 화물거래는 노리턴으로 진행됩니다. 아파트 지하주차장에 거의 보관했습니다. 잘 가고 살 스는 오토바이 바로 운전 가능합니다. 많은 관심 부탁드립니다.",12
나이키 베이퍼맥스 Off-White,"66,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%82%98%EC%9D%B4%ED%82%A4-%EB%B2%A0%EC%9D%B4%ED%8D%BC%EB%A7%A5%EC%8A%A4-off-white-im2rw4mghxng/,히히,"나이키 베이퍼맥스 Off-White 제품입니다 전체적으로 사용감은 있지만, 독특한 디자인이 매력적입니다 ""AIR"" 문구와 ""SHOELACES"" 디테일이 돋보입니다 사이즈 240 경기가어려워서 팝니다 쿨거시 에누리해드림",7
석유 난로,"30,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%84%9D%EC%9C%A0-%EB%82%9C%EB%A1%9C-86we3awpp7pi/,새싹,상태좋아요  이상있을시 반품가능. 유성입니다 ',6
새상품 별의 커비 2단 서랍 액세서리 보관함,"16,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%B3%84%EC%9D%98-%EC%BB%A4%EB%B9%84-2%EB%8B%A8-%EC%84%9C%EB%9E%8D-%EC%95%A1%EC%84%B8%EC%84%9C%EB%A6%AC-%EB%B3%B4%EA%B4%80%ED%95%A8-p1mdt7qo844u/,빵빵,귀여운 별의 커비 서랍형 수납함입니다.  화장품이나 작은 액세서리 보관하기에 딱 좋습니다.  새상품 입니다!,6
별의 커비 얼굴 인형 키링 파우치 새상품,"13,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B3%84%EC%9D%98-%EC%BB%A4%EB%B9%84-%EC%96%BC%EA%B5%B4-%EC%9D%B8%ED%98%95-%ED%82%A4%EB%A7%81-%ED%8C%8C%EC%9A%B0%EC%B9%98-%EC%83%88%EC%83%81%ED%92%88-jd7h5o1vdbf5/,빵빵,"별의 커비 얼굴 모양의 귀여운 인형 키링 겸 파우치입니다 새상품으로 비닐 포장 그대로 보관되어 있습니다 부드러운 촉감과 귀여운 디자인으로 가방이나 열쇠에 달기 좋습니다 지퍼가 있어 작은 소지품을 보관할 수 있고, 고리가 달려있어 활용도가 높습니다",6
새상품 별의 커비 대형 인형 46cm,"14,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%B3%84%EC%9D%98-%EC%BB%A4%EB%B9%84-%EB%8C%80%ED%98%95-%EC%9D%B8%ED%98%95-46cm-xqyyzuq4gjfy/,빵빵,새상품 별의 커비 대형 인형 46cm 귀여운 분홍색 별의 커비 인형입니다.,6
닌텐도 DS/3DS 게임칩 모음,"18,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-ds-3ds-%EA%B2%8C%EC%9E%84%EC%B9%A9-%EB%AA%A8%EC%9D%8C-ct98zafgcnb6/,둔산동리더팤,포켓몬스터 썬 40000 요괴워치 각 30000 슈스메 20000 마리오 각 25000 커비 30000 닌텐독스 30000 마리오 35000 두뇌 트레이닝 20000,5
씽크빅 영어 그림책 모음,"10,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%94%BD%ED%81%AC%EB%B9%85-%EC%98%81%EC%96%B4-%EA%B7%B8%EB%A6%BC%EC%B1%85-%EB%AA%A8%EC%9D%8C-n9nxnd1naqpp/,오앵,씽크빅 영어책읽기 교재구요 내용은 초등학교 저학년 수준이에요 글씨 크고 단어 쉬워요! 저 어릴때 엄마가 사줬는데 읽은 티가 안나요 안읽었었나봐요^_^ 책 양이 많고 상태 좋습니다 먼지만 있어요  전부다 가져가주세요,7
꿈돌이 명품김(설선물용으로 좋아요),"14,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%BF%88%EB%8F%8C%EC%9D%B4-%EB%AA%85%ED%92%88%EA%B9%80-%EC%84%A4%EC%84%A0%EB%AC%BC%EC%9A%A9%EC%9C%BC%EB%A1%9C-%EC%A2%8B%EC%95%84%EC%9A%94-2gfj9h7i1xjj/,캐롯,꿈돌이 명품김입니다 설선물용으로 좋아요,5
240 운동화,"5,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/240-%EC%9A%B4%EB%8F%99%ED%99%94-xk2txbhj4wpm/,당근당근,240 통굽운동화 나팔 정장바지에 신었던것인데 사용감이 있지만 모양은 예쁩니다.  출퇴근용으로 신었으며 깔창을 사용하면 좋을듯합니다,6
노바리빙 규조토 사각 우산꽂이 블랙,"13,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%85%B8%EB%B0%94%EB%A6%AC%EB%B9%99-%EA%B7%9C%EC%A1%B0%ED%86%A0-%EC%82%AC%EA%B0%81-%EC%9A%B0%EC%82%B0%EA%BD%82%EC%9D%B4-%EB%B8%94%EB%9E%99-uwzop81y7rog/,블루lemon,블랙 철제 우산꽂이입니다 사각 디자인으로 안정감 있어요 사용감없어 깨끗해요. 18x18x52.5,8
주식 투자 서적 2권 세트,"6,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A3%BC%EC%8B%9D-%ED%88%AC%EC%9E%90-%EC%84%9C%EC%A0%81-2%EA%B6%8C-%EC%84%B8%ED%8A%B8-yb5nrkj47dmk/,달팽이전문가10년차,주식 투자 관련 서적 2권 세트입니다 - 실패를 성공으로 바꾸는 주식 투자의 기술 - 주식 투자로 성공한 부자 아빠 무작정 따라하기 두 권 모두 주식 투자에 대한 지식과 전략을 담고 있습니다 개당6천원 환불교환xxx,5
제주맘 흑돼지 소시지 떡갈비 선물세트,"30,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A0%9C%EC%A3%BC%EB%A7%98-%ED%9D%91%EB%8F%BC%EC%A7%80-%EC%86%8C%EC%8B%9C%EC%A7%80-%EB%96%A1%EA%B0%88%EB%B9%84-%EC%84%A0%EB%AC%BC%EC%84%B8%ED%8A%B8-46edphso8kh8/,초코사랑해,제주맘 제주 흑돼지 소시지 수제햄 떡갈비 선물세트입니다 선물용으로 좋습니다 오늘받은 새상품입니다. 집에 햄먹는사람이없는데 선물받아서 보냅니다,7
정관장 황진단 3환,"62,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A0%95%EA%B4%80%EC%9E%A5-%ED%99%A9%EC%A7%84%EB%8B%A8-3%ED%99%98-4c1y1esb7aie/,당근당근,"정관장 황진단입니다 면역력 증진, 피로 개선, 혈소판 응집 억제, 기억력 개선, 항산화에 도움을 줄 수 있는 건강기능식품입니다 (의학적 상담 도와드리지 못 합니다) 4g x 3환 (12g) 포장 단위입니다 3환 입니다 첫번째 사진 단품만 있습니다  회사에서 단체로 선물 받아 따로 종이가방은 없어서 일반 종이봉투에 담아드립니다. 수량 오해하시고 환불 요청하셔도 예약금 환불 안 드립니다 거래전 거래 파기 방지 위해 1만원 선입금 받은 후 거래하고 있습니다  월-토 삼성동 일요일 둔산동 입니다 ^^ 네고 요청, 심심이 당근거지 다 차단",11
메종 마르지엘라 5AC 블랙 스몰 가방,"550,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A9%94%EC%A2%85-%EB%A7%88%EB%A5%B4%EC%A7%80%EC%97%98%EB%9D%BC-5ac-%EB%B8%94%EB%9E%99-%EC%8A%A4%EB%AA%B0-%EA%B0%80%EB%B0%A9-3vaoay2h7iw3/,헬레네,"메종 마르지엘라 5AC 스몰 가방입니다. 블랙 색상의 가죽 재질이며, 상단에 지퍼가 있습니다. - 탑 핸들 디자인 - 실버톤 하드웨어 - 열쇠 장식 포함 - 사용감 어느정도 있음",13
생로랑 YSL 블랙 클러치,"320,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%9D%EB%A1%9C%EB%9E%91-ysl-%EB%B8%94%EB%9E%99-%ED%81%B4%EB%9F%AC%EC%B9%98-5n1xnedb1e85/,헬레네,생로랑 블랙 클러치입니다 가죽 소재로 고급스러워요 전면에 YSL 로고가 포인트입니다 더스트백 같이 드립니다 정품 확실해요! 사용감이 좀 있어 저렴하게 판매해요! 시중에 파는 체인 스트랩 달아서 숄더백이나 크로스바디 백으로도 사용해도 예쁠 것 같아요 그럼 문의 많이 주세요,7
EzCook 컨벡션 오븐,"10,000원",대전 서구 둔산동,2시간 전,판매중,https://www.daangn.com/kr/buy-sell/ezcook-%EC%BB%A8%EB%B2%A1%EC%85%98-%EC%98%A4%EB%B8%90-3t9qnnxrr3jy/,wnsla5705,EzCook 컨벡션 오븐입니다 유리 재질로 되어있습니다 컨벡션 오븐은 음식을 빠르고 균일하게 조리할 수 있는 장점이 있습니다,5
코닥 미니샷3 레트로 C300R 옐로우 + 카메라 가방 + 필름 130매,"180,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%BD%94%EB%8B%A5-%EB%AF%B8%EB%8B%88%EC%83%B73-%EB%A0%88%ED%8A%B8%EB%A1%9C-c300r-%EC%98%90%EB%A1%9C%EC%9A%B0-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EA%B0%80%EB%B0%A9-%ED%95%84%EB%A6%84-130%EB%A7%A4-jc16yez8a532/,멍멍,코닥 미니샷3 레트로 C300R 옐로우 색상입니다. 즉석카메라도 되고 폰과 연결하여 사진 인화도 됩니다. 전용 카메라 가방과 카트리지 130매(30매*4박스+10매) 함께 팔아요.,5
샤넬 자개 로고 펄핑크 동그리 백,"2,300,000원",대전 서구 둔산동,끌올 2시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%A4%EB%84%AC-%EC%9E%90%EA%B0%9C-%EB%A1%9C%EA%B3%A0-%ED%8E%84%ED%95%91%ED%81%AC-%EB%8F%99%EA%B7%B8%EB%A6%AC-%EB%B0%B1-u2x2rrbvf8bg/,헬레네,샤넬 정품 자개 로고 펄핑크 색상의 동그리입니다 당연히 정품이구요!  필웨이에서 플미 주고 구입했고 대전 구구스와 고이비토 매장에서 정품 확인 받은 제품입니다 펄 핑크 색상으로 색상이 오묘하고 너무 이뻐요 실제 색상은 완전 펄핑크이고 사진보다 좀 옅은 색상이에요 이 제품 나올 당시 굉장히 인기가 많았던 제품이라서 지금 중고로도 찾아보기 힘들어요 아끼고 아껴 드느라 두어번 밖에 들지 않아서 상태는 전시급보다 좋은 거의 새제품입니다 동그리가 이거말고도 2개 더 있어서 내놓긴 하는데 너무 이뻐서 판매가 많이 고민이 되네요,7
